sample_id,y_true,y_pred,y_proba,risk_level,top_positive_shap_features,top_negative_shap_features,note
14406,0,1,0.9751914739608765,Critical,aa_000: 0.9008; ck_000: 0.7611; ci_000: 0.4776; ai_000: 0.4528; ee_005: 0.4345; aq_000: 0.3346; az_001: 0.1804; az_002: 0.1744; cs_002: 0.1712; cc_000: 0.1537,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
5449,0,1,0.9747358560562134,Critical,ag_002: 1.1506; aa_000: 0.6552; ag_001: 0.5963; cn_000: 0.4912; ee_005: 0.4167; am_0: 0.3898; al_000: 0.3149; ck_000: 0.2138; ci_000: 0.1838; ee_007: 0.1619,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
9951,0,1,0.9734638929367065,Critical,aa_000: 0.9355; ck_000: 0.7712; ci_000: 0.5031; ee_005: 0.4432; ai_000: 0.4291; ay_005: 0.3983; az_001: 0.2369; cs_002: 0.1947; az_002: 0.1792; az_003: 0.1671,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
10602,0,1,0.9733221530914307,Critical,aa_000: 0.8870; ck_000: 0.7504; ai_000: 0.5121; ci_000: 0.5015; ee_005: 0.4579; aq_000: 0.3860; bs_000: 0.3196; az_001: 0.1729; cc_000: 0.1687; bd_000: 0.1681,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
4328,0,1,0.9721561670303345,Critical,aa_000: 0.9094; ck_000: 0.8658; ee_005: 0.4141; ay_005: 0.3279; ci_000: 0.3129; bd_000: 0.3064; bc_000: 0.1720; cc_000: 0.1565; bp_000: 0.1556; ba_005: 0.1405,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
5358,0,1,0.97121262550354,Critical,aa_000: 0.9587; ck_000: 0.7272; ci_000: 0.5267; ay_005: 0.5162; ee_005: 0.3921; ba_008: 0.2337; cs_002: 0.1894; cc_000: 0.1683; az_002: 0.1589; az_001: 0.1543,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
12768,0,1,0.9702044725418091,Critical,ck_000: 1.1325; aa_000: 0.7239; ai_000: 0.5527; aq_000: 0.4380; ci_000: 0.4161; ay_006: 0.3908; bj_000: 0.3317; cs_000: 0.2755; ee_007: 0.2427; cu_000: 0.1273,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
7680,0,1,0.9701125621795654,Critical,ck_000: 0.9846; aa_000: 0.9071; ay_005: 0.4960; ci_000: 0.4752; aq_000: 0.3945; ai_000: 0.3068; ee_005: 0.2932; az_001: 0.1830; az_002: 0.1566; ba_008: 0.1490,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
13691,0,1,0.9689022302627563,Critical,ck_000: 0.9428; ay_002: 0.5953; prefix_ay_zero_count: 0.5624; ai_000: 0.5316; ci_000: 0.4180; aa_000: 0.3817; aq_000: 0.3091; ay_000: 0.2175; cb_000: 0.1911; prefix_ay_zero_rate: 0.1884,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
4867,0,1,0.968376636505127,Critical,aa_000: 0.9447; ck_000: 0.8441; ci_000: 0.5021; ai_000: 0.4629; aq_000: 0.3631; ee_005: 0.3425; cs_002: 0.1800; az_001: 0.1798; ag_009: 0.1666; az_002: 0.1458,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
7640,0,1,0.9664841890335083,Critical,ck_000: 1.2749; aa_000: 0.9424; am_0: 0.5135; al_000: 0.4774; ci_000: 0.4482; bj_000: 0.4168; ay_006: 0.2836; ee_007: 0.2589; aq_000: 0.2071; cs_000: 0.1948,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
15881,0,1,0.9663722515106201,Critical,ck_000: 1.2685; aa_000: 0.8284; ai_000: 0.5176; cj_000: 0.4323; ci_000: 0.4102; bj_000: 0.3585; aq_000: 0.3387; ay_006: 0.3055; bs_000: 0.2752; ee_007: 0.2257,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
346,0,1,0.9641579389572144,Critical,aa_000: 0.8511; ck_000: 0.7334; ai_000: 0.5141; ci_000: 0.4454; ee_005: 0.3776; aq_000: 0.3292; az_001: 0.1896; az_002: 0.1825; cc_000: 0.1608; cs_002: 0.1497,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
4415,0,1,0.9615122675895691,Critical,ck_000: 0.9144; aa_000: 0.8984; ay_005: 0.5251; ai_000: 0.4965; ci_000: 0.4706; aq_000: 0.3416; az_002: 0.2320; cc_000: 0.1639; ee_005: 0.1494; az_001: 0.1464,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
4318,0,1,0.9606043100357056,Critical,ck_000: 0.8904; aa_000: 0.7256; ai_000: 0.5953; ci_000: 0.5299; ee_005: 0.4424; aq_000: 0.4253; bs_000: 0.2208; az_001: 0.1737; az_002: 0.1721; cc_000: 0.1471,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
10006,0,1,0.9582430124282837,Critical,ck_000: 0.6232; ay_002: 0.5121; ai_000: 0.5033; prefix_ay_zero_count: 0.4785; aa_000: 0.4270; ay_005: 0.3137; ay_000: 0.3109; prefix_ay_zero_rate: 0.2030; cc_000: 0.1916; cs_002: 0.1780,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
15342,0,1,0.9576184153556824,Critical,ag_002: 0.9914; ck_000: 0.8689; ay_006: 0.5997; cn_000: 0.4879; cl_000: 0.4464; ag_001: 0.3637; ay_009: 0.3629; cs_002: 0.3104; ay_008: 0.2671; az_000: 0.2617,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
2788,0,1,0.957243025302887,Critical,ag_002: 1.2119; aa_000: 0.6615; ck_000: 0.5223; ag_001: 0.4994; ay_009: 0.4382; cn_000: 0.3961; cs_002: 0.1967; bc_000: 0.1928; cc_000: 0.1909; ay_008: 0.1775,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
11198,0,1,0.9561780095100403,Critical,aa_000: 0.7463; ck_000: 0.6714; ai_000: 0.5851; ee_005: 0.3522; ci_000: 0.2869; ay_008: 0.2111; aq_000: 0.1954; cs_002: 0.1901; cc_000: 0.1894; az_002: 0.1715,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
1327,0,1,0.9519222378730774,Critical,ag_002: 1.2500; ck_000: 0.6429; aa_000: 0.5275; ay_006: 0.4224; cs_002: 0.2050; ay_008: 0.2025; cj_000: 0.1967; cc_000: 0.1715; az_002: 0.1687; az_000: 0.1564,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
9869,0,1,0.9482389092445374,Critical,ag_002: 0.9401; ck_000: 0.8043; aa_000: 0.7186; ci_000: 0.2224; cs_002: 0.2020; az_002: 0.1833; cc_000: 0.1539; az_001: 0.1531; ay_008: 0.1464; bs_000: 0.1451,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
2148,0,1,0.9461411833763123,Critical,aa_000: 0.8302; ck_000: 0.5412; ee_005: 0.4418; ci_000: 0.3099; bd_000: 0.2453; ay_008: 0.2184; cs_002: 0.2076; bc_000: 0.2018; cc_000: 0.1837; aq_000: 0.1731,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
2311,0,1,0.9460489153862,Critical,ck_000: 0.7648; ag_002: 0.5848; ai_000: 0.5339; aa_000: 0.5130; ee_005: 0.3202; cn_000: 0.3141; ag_001: 0.2182; ci_000: 0.2044; cs_002: 0.1915; bp_000: 0.1735,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
7934,0,1,0.9453446269035339,Critical,ck_000: 1.0006; aa_000: 0.8943; ee_005: 0.3489; ci_000: 0.2801; cc_000: 0.2475; bc_000: 0.2151; ay_008: 0.2056; dp_000: 0.1415; ba_005: 0.1256; ag_009: 0.1219,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
5673,0,1,0.9407309293746948,Critical,ck_000: 0.9070; aa_000: 0.8137; ai_000: 0.5168; ci_000: 0.4588; ee_005: 0.3513; aq_000: 0.3290; az_001: 0.1778; az_002: 0.1417; cc_000: 0.1408; bc_000: 0.1391,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
7283,0,1,0.9394129514694214,Critical,aa_000: 0.8972; ck_000: 0.7956; ee_005: 0.4349; bd_000: 0.2796; ci_000: 0.2515; bc_000: 0.2410; cs_002: 0.1965; cc_000: 0.1932; ay_008: 0.1813; az_002: 0.1619,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
10145,0,1,0.933133602142334,Critical,ck_000: 0.7768; aa_000: 0.7645; ai_000: 0.4876; bd_000: 0.2950; bc_000: 0.1915; cs_002: 0.1901; cc_000: 0.1756; az_001: 0.1755; ee_005: 0.1747; az_002: 0.1710,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
106,0,1,0.926452100276947,Critical,aa_000: 0.7981; ck_000: 0.4715; ay_005: 0.3197; ci_000: 0.2613; bd_000: 0.2285; cs_002: 0.2119; bc_000: 0.2012; aq_000: 0.1874; az_002: 0.1661; cc_000: 0.1609,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
2152,0,1,0.9224848747253418,Critical,ck_000: 1.2286; aa_000: 0.8657; prefix_ay_zero_count: 0.5799; ci_000: 0.5454; ai_000: 0.4310; aq_000: 0.3782; ee_007: 0.2084; bs_000: 0.1942; prefix_ay_zero_rate: 0.1668; bj_000: 0.1501,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
9550,0,1,0.9216448068618774,Critical,ck_000: 0.7925; aa_000: 0.5387; ag_001: 0.5358; ag_002: 0.4301; ay_009: 0.3272; cc_000: 0.1819; cs_007: 0.1647; az_000: 0.1635; ay_008: 0.1622; az_002: 0.1528,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
6924,0,1,0.9178653955459595,Critical,ck_000: 1.2827; aa_000: 0.8737; ai_000: 0.4919; ci_000: 0.4187; bj_000: 0.3575; aq_000: 0.3102; ay_006: 0.2924; cs_000: 0.2217; ee_007: 0.2105; cs_007: 0.1535,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
4811,0,1,0.9151654839515686,Critical,ck_000: 1.3076; aa_000: 0.8718; ci_000: 0.4054; bj_000: 0.3608; aq_000: 0.3395; ay_006: 0.3050; ee_007: 0.2367; cs_000: 0.2118; ba_008: 0.1584; cu_000: 0.1488,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
6687,0,1,0.9151654839515686,Critical,ck_000: 1.3076; aa_000: 0.8718; ci_000: 0.4054; bj_000: 0.3608; aq_000: 0.3395; ay_006: 0.3050; ee_007: 0.2367; cs_000: 0.2118; ba_008: 0.1584; cu_000: 0.1488,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
4467,0,1,0.9141836762428284,Critical,ck_000: 0.8519; aa_000: 0.6879; ci_000: 0.4274; aq_000: 0.4086; ay_006: 0.3089; ai_000: 0.2608; bd_000: 0.2174; bj_000: 0.2069; am_0: 0.1974; cs_002: 0.1869,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
10156,0,1,0.9097763895988464,Critical,ck_000: 1.2853; aa_000: 0.9451; ci_000: 0.4434; aq_000: 0.3780; cs_000: 0.3070; ee_007: 0.2771; bj_000: 0.2445; cj_000: 0.2104; bs_000: 0.1885; cu_000: 0.1437,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
12566,0,1,0.9081631898880005,Critical,aa_000: 0.8342; ck_000: 0.6291; ai_000: 0.5065; ay_005: 0.4916; ci_000: 0.2789; cs_002: 0.2047; ee_005: 0.1996; az_002: 0.1805; az_001: 0.1620; cc_000: 0.1458,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
14600,0,1,0.9061136245727539,Critical,ck_000: 0.7825; aa_000: 0.5622; ee_005: 0.3948; ci_000: 0.3736; aq_000: 0.2111; az_000: 0.1830; cs_007: 0.1802; cs_002: 0.1788; cs_006: 0.1453; bp_000: 0.1422,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
1983,0,1,0.8990955948829651,Critical,ck_000: 1.3111; aa_000: 0.7613; ai_000: 0.6379; aq_000: 0.3841; bj_000: 0.2501; ci_000: 0.2324; ee_007: 0.1942; bc_000: 0.1598; cn_003: 0.1591; am_0: 0.1337,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
10329,0,1,0.8972549438476562,Critical,ck_000: 1.4137; aa_000: 0.8838; bj_000: 0.4147; aq_000: 0.2888; ci_000: 0.2837; ay_006: 0.2680; ee_007: 0.2107; cj_000: 0.2079; ba_008: 0.1873; cs_000: 0.1734,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
6060,0,1,0.8957809805870056,Critical,aa_000: 0.7449; ck_000: 0.6573; ee_005: 0.4410; ci_000: 0.2072; cs_002: 0.2033; az_001: 0.1765; az_002: 0.1726; cc_000: 0.1718; ay_008: 0.1698; ay_005: 0.1359,,高置信 FP 样本：模型评分被推高，但真实标签为 neg；不代表真实车辆故障。
