dataset,feature_name,non_missing_count,missing_count,missing_rate,zero_count,zero_rate,near_zero_count,near_zero_rate,unique_count,mean,std,min,p01,p05,median,p95,p99,max,skew,p99_to_median_ratio,max_to_p99_ratio
train_inner,ba_005,47460,540,0.01125,1057,0.022020833333333333,1057,0.022020833333333333,25036,187227.62751790983,498606.4719328827,0.0,0.0,20.0,83971.0,664993.4999999997,2384632.0,19208664.0,9.599543529341588,28.398280358695263,8.055190067062759
train_inner,ba_006,47460,540,0.01125,1590,0.033125,1590,0.033125,24764,208192.99376316898,623203.5443214325,0.0,0.0,12.0,69889.0,722978.0999999995,2523660.719999997,18997660.0,10.545215878484987,36.10955543790864,7.527818557163272
train_inner,ba_007,47460,540,0.01125,6421,0.13377083333333334,6421,0.13377083333333334,21221,184804.71348504003,524759.5000409688,0.0,0.0,0.0,4583.0,744325.9999999998,2177206.999999983,14314086.0,9.06378052154247,475.0615317477597,6.574517719261473
train_inner,ba_008,47460,540,0.01125,19823,0.4129791666666667,19823,0.4129791666666667,10061,35583.19911504425,235255.36047298985,0.0,0.0,0.0,22.0,149474.29999999912,774011.5799999968,31265984.0,55.9880982025153,35182.3445454544,40.39472381020466
train_inner,ba_009,47460,540,0.01125,31706,0.6605416666666667,31706,0.6605416666666667,5722,36403.942225031606,351799.6386639975,0.0,0.0,0.0,0.0,83619.99999999983,850494.9999999943,43706408.0,51.70740401399335,,51.389376774702136
train_inner,bb_000,47478,522,0.010875,92,0.0019166666666666666,92,0.0019166666666666666,40950,4501732.439487763,10864331.949662061,0.0,10882.16,18198.0,2359151.0,16154326.400000004,63011769.04000029,192871534.0,5.946427603123681,26.70951076891657,3.0608811169475953
train_inner,bc_000,45829,2171,0.04522916666666667,15405,0.3209375,15405,0.3209375,2544,574.7740513648563,4245.006072862425,0.0,0.0,0.0,16.0,1993.5999999999913,10871.200000000012,396952.0,45.295596116373346,679.4500000000007,36.51409228052097
train_inner,bd_000,45828,2172,0.04525,3207,0.0668125,3207,0.0668125,3237,932.7207820546391,5054.89491934134,0.0,0.0,0.0,66.0,3445.300000000003,15841.900000000096,306452.0,23.900236472380488,240.02878787878933,19.344396821088264
train_inner,be_000,46013,1987,0.04139583333333333,5575,0.11614583333333334,5575,0.11614583333333334,3558,1378.6682893964748,9504.950590290138,0.0,0.0,0.0,180.0,4174.8000000000175,23151.03999999998,810568.0,40.351920207154045,128.61688888888878,35.01216360042576
train_inner,bf_000,46014,1986,0.041375,20227,0.42139583333333336,20227,0.42139583333333336,989,74.18681270917547,521.6348771321803,0.0,0.0,0.0,2.0,240.0,1481.7400000000052,51050.0,36.045148745849716,740.8700000000026,34.452737997219366
train_inner,bg_000,47481,519,0.0108125,115,0.002395833333333333,115,0.002395833333333333,36571,1801627.3573429373,4182037.9476909963,0.0,674.0,1804.0,1001642.0,6723240.0,23976781.599999975,74247318.0,5.6065771988337385,23.937476263974528,3.0966340369885206
train_inner,bh_000,47481,519,0.0108125,111,0.0023125,111,0.0023125,21885,57648.68692740254,152034.94674383776,0.0,71.60000000000002,138.0,26322.0,210218.0,828560.7999999989,3176040.0,6.849688902587179,31.47788161993765,3.833200894852863
train_inner,bi_000,47515,485,0.010104166666666666,99,0.0020625,99,0.0020625,35657,487903.6093865095,1468276.8138265414,0.0,1220.28,3743.4000000000005,179960.0,1755981.1999999948,7608998.400000002,44937496.0,9.348456614809827,42.28160924649924,5.905835911333611
train_inner,bj_000,47515,485,0.010104166666666666,119,0.002479166666666667,119,0.002479166666666667,32621,508318.3972640219,1829854.554977318,0.0,756.28,1710.0,154054.0,1684346.3999999932,8431099.360000005,45736316.0,9.756211119575724,54.72820803095022,5.4247155735097365
train_inner,bk_000,29555,18445,0.38427083333333334,414,0.008625,414,0.008625,11809,280139.67721197766,260798.30468763816,0.0,0.0,109874.0,210720.0,1310700.0,1310700.0,1310700.0,3.209742288668446,6.2201025056947605,1.0
train_inner,bl_000,26155,21845,0.45510416666666664,832,0.017333333333333333,832,0.017333333333333333,10912,320751.9411202447,318673.38385570183,0.0,0.0,106440.0,222800.0,1310700.0,1310700.0,1310700.0,2.4871667302150273,5.882854578096948,1.0
train_inner,bm_000,16254,31746,0.661375,993,0.0206875,993,0.0206875,7886,399268.2367417251,407156.3916712276,0.0,0.0,0.0,239370.0,1310700.0,1310700.0,1310700.0,1.609118987237818,5.47562351171826,1.0
train_inner,bn_000,12699,35301,0.7354375,1153,0.024020833333333335,1153,0.024020833333333335,6067,462246.1815891015,463899.2631787164,0.0,0.0,0.0,251280.0,1310700.0,1310700.0,1310700.0,1.1426777017951728,5.216093600764088,1.0
train_inner,bo_000,10854,37146,0.773875,1218,0.025375,1218,0.025375,4945,511674.9824949327,497023.5983782628,0.0,0.0,0.0,270070.0,1310700.0,1310700.0,1310700.0,0.8643112342608666,4.853186210982338,1.0
train_inner,bp_000,9756,38244,0.79675,1311,0.0273125,1311,0.0273125,4191,549015.0758507585,519651.34943563474,0.0,0.0,0.0,286640.0,1310700.0,1310700.0,1310700.0,0.6720288362037826,4.572634663689645,1.0
train_inner,bq_000,8975,39025,0.8130208333333333,1413,0.0294375,1413,0.0294375,3575,579578.4066852367,537047.8890567151,0.0,0.0,0.0,302380.0,1310700.0,1310700.0,1310700.0,0.5211966215559031,4.334612077518354,1.0
train_inner,br_000,8562,39438,0.821625,1470,0.030625,1470,0.030625,3185,601055.9402008876,547267.5935060168,0.0,0.0,0.0,315740.0,1310700.0,1310700.0,1310700.0,0.42285173234376217,4.15120035472224,1.0
train_inner,bs_000,47416,584,0.012166666666666666,103,0.0021458333333333334,103,0.0021458333333333334,12037,80409.33566728531,84783.92934613318,0.0,1963.0000000000007,5580.0,50520.0,242165.0,376504.9999999999,1037240.0,2.0425003905471835,7.452593032462389,2.7549169333740595
train_inner,bt_000,47873,127,0.0026458333333333334,111,0.0023125,111,0.0023125,38002,59096.37409291249,144724.17680666142,0.0,4.06,10.21,30833.61,218824.14600000088,820072.3827999989,2746564.83,6.171015168874105,26.59670349336321,3.349173667600313
train_inner,bu_000,47445,555,0.0115625,92,0.0019166666666666666,92,0.0019166666666666666,40921,4491509.612013911,10837256.525961908,0.0,10879.52,18191.600000000002,2357526.0,16059170.0,62924095.67999998,192871534.0,5.953248733802761,26.690732437309272,3.0651459018314187
train_inner,bv_000,47445,555,0.0115625,92,0.0019166666666666666,92,0.0019166666666666666,40918,4491510.177089261,10837257.467643782,0.0,10879.52,18191.600000000002,2357526.0,16059170.0,62924095.67999998,192871534.0,5.953248220477111,26.690732437309272,3.0651459018314187
train_inner,bx_000,45393,2607,0.0543125,0,0.0,0,0.0,42727,4102021.191549358,10349614.812268559,176.0,258.0,17836.4,2259688.0,13640487.200000007,60985100.88000003,186353854.0,6.371602074610056,26.988283727665074,3.055727568061045
train_inner,by_000,47627,373,0.007770833333333334,965,0.020104166666666666,965,0.020104166666666666,19765,21908.907111512377,53528.30876467066,0.0,0.0,19.0,12616.0,76817.19999999995,290730.0399999995,1002003.0,6.988278567348657,23.04454977805957,3.4465065942274205
train_inner,bz_000,45830,2170,0.045208333333333336,11083,0.23089583333333333,11083,0.23089583333333333,14356,101018.19467597644,629419.2987584481,0.0,0.0,0.0,1036.0,391626.89999999705,1941242.0,40542588.0,19.72420420232097,1873.7857142857142,20.884870613761706
train_inner,ca_000,44518,3482,0.07254166666666667,94,0.001958333333333333,94,0.001958333333333333,25025,39178.24412597152,36775.817605209486,0.0,758.0,1582.0,25507.0,110141.80000000002,118783.66,120956.0,0.7218153930724435,4.656904379190026,1.0182882056336704
train_inner,cb_000,47416,584,0.012166666666666666,94,0.001958333333333333,94,0.001958333333333333,26560,405974.2614307407,369720.2356250107,0.0,8323.0,16900.0,279700.0,1107160.0,1189334.0,1209520.0,0.663676184108073,4.252177332856632,1.0169725241185403
train_inner,cc_000,45395,2605,0.05427083333333333,688,0.014333333333333333,688,0.014333333333333333,36645,3794359.459808349,9621976.229141476,0.0,0.0,5187.400000000001,2109774.0,12490300.19999999,55445202.599999815,148615188.0,6.379517459694839,26.280162045792494,2.6803976003507377
train_inner,cd_000,47455,545,0.011354166666666667,0,0.0,0,0.0,1,1209600.0,0.0,1209600.0,1209600.0,1209600.0,1209600.0,1209600.0,1209600.0,1209600.0,0.0,1.0,1.0
train_inner,ce_000,46011,1989,0.0414375,9437,0.19660416666666666,9437,0.19660416666666666,19076,64568.37078090022,143867.67479437598,0.0,0.0,0.0,3436.0,230177.0,609011.6000000058,4908098.0,8.288403637061782,177.24435389988528,8.059120712971565
train_inner,cf_000,36130,11870,0.24729166666666666,17187,0.3580625,17187,0.3580625,461,237645.3502906172,45161752.79269758,0.0,0.0,0.0,2.0,8.0,414.0,8584297736.0,190.07893055226555,207.0,20735018.685990337
train_inner,cg_000,36130,11870,0.24729166666666666,2336,0.048666666666666664,2336,0.048666666666666664,592,91.55272626626072,381.4007309064227,0.0,0.0,0.0,46.0,256.0,696.0,21400.0,29.818604824826114,15.130434782608695,30.74712643678161
train_inner,ch_000,36130,11870,0.24729166666666666,36122,0.7525416666666667,36122,0.7525416666666667,2,0.0004428452809299751,0.029757670593653206,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.18351732419912,,
train_inner,ci_000,47713,287,0.0059791666666666665,178,0.0037083333333333334,178,0.0037083333333333334,38430,3463449.9057330284,8317041.046965616,0.0,823.7951999999999,1848.96,1860244.8,12838821.888000011,47977849.574399516,140986129.92,5.886034994905268,25.791148334025454,2.938567092328138
train_inner,cj_000,47713,287,0.0059791666666666665,37678,0.7849583333333333,37678,0.7849583333333333,6391,104862.72459832749,1153965.9942433955,0.0,0.0,0.0,0.0,74079.93600000018,2171653.7855999954,60949671.36,21.61293048258332,,28.06601667547137
train_inner,ck_000,47713,287,0.0059791666666666665,154,0.0032083333333333334,154,0.0032083333333333334,37848,713044.4493190536,2193539.4895724296,0.0,1093.44,2717.76,249199.68,2599093.056000001,10607485.286399908,55428669.12,8.862473110319005,42.566207494327074,5.225429743566679
train_inner,cl_000,40380,7620,0.15875,29498,0.6145416666666667,29498,0.6145416666666667,860,356.4178306092125,4835.85172561582,0.0,0.0,0.0,0.0,126.09999999999127,2745.2599999999948,130560.0,19.385946351273724,,47.558336915264945
train_inner,cm_000,40108,7892,0.16441666666666666,19365,0.4034375,19365,0.4034375,1927,339.75271766231174,1672.3522744592096,0.0,0.0,0.0,8.0,1342.0,5938.880000000005,73370.0,16.148171824565207,742.3600000000006,12.354181259766142
train_inner,cn_000,47461,539,0.011229166666666667,45844,0.9550833333333333,45844,0.9550833333333333,1299,2442.294641916521,64414.64992741399,0.0,0.0,0.0,0.0,0.0,15076.400000000125,6278490.0,55.351075302666004,,416.44490727228964
train_inner,cn_001,47461,539,0.011229166666666667,40393,0.8415208333333334,40393,0.8415208333333334,4628,21938.435094077242,251531.4336897521,0.0,0.0,0.0,0.0,18834.0,486491.200000001,14512994.0,29.659016805716806,,29.831976405739653
train_inner,cn_002,47461,539,0.011229166666666667,24552,0.5115,24552,0.5115,12757,161697.85015065002,1065888.5639917338,0.0,0.0,0.0,0.0,515644.0,4171098.4000000046,58508606.0,15.727099557242623,,14.027145943140525
train_inner,cn_003,47461,539,0.011229166666666667,2059,0.042895833333333334,2059,0.042895833333333334,29224,531570.1750489876,2216744.5961463833,0.0,0.0,54.0,34624.0,2158674.0,10257612.800000146,94979324.0,10.837809878670047,296.2573012939044,9.2593984440511
train_inner,cn_004,47461,539,0.011229166666666667,873,0.0181875,873,0.0181875,35393,1276985.266682118,3359152.3462238233,0.0,0.0,1388.0,518012.0,4630858.0,17265572.000000097,169869316.0,9.435977688486526,33.33044794329108,9.838615019531298
train_inner,cn_005,47461,539,0.011229166666666667,928,0.019333333333333334,928,0.019333333333333334,32362,1335708.2533448515,3142251.634605617,0.0,0.0,410.0,702548.0,4259498.0,15733745.600000054,117815764.0,8.559935753588983,22.395260679697408,7.48809387130294
train_inner,cn_006,47461,539,0.011229166666666667,2165,0.04510416666666667,2165,0.04510416666666667,27289,409069.5520111249,1314271.9460926275,0.0,0.0,6.0,96266.0,1469946.0,4491492.800000007,72080406.0,18.782221932402983,46.65710427357538,16.048206956938657
train_inner,cn_007,47461,539,0.011229166666666667,7415,0.15447916666666667,7415,0.15447916666666667,19235,64932.83394787299,426000.92255862243,0.0,0.0,0.0,10010.0,182190.0,1033634.4000000058,33143734.0,27.793612862091784,103.2601798201804,32.0652389278064
train_inner,cn_008,47461,539,0.011229166666666667,12297,0.2561875,12297,0.2561875,9173,19710.986536314027,194420.73111004377,0.0,0.0,0.0,1858.0,26802.0,293668.80000000005,7541716.0,21.38733687395221,158.0564047362756,25.681025699699795
train_inner,cn_009,47461,539,0.011229166666666667,20781,0.4329375,20781,0.4329375,2717,7676.439771601947,252372.6276995981,0.0,0.0,0.0,26.0,2034.0,45676.4000000009,36398374.0,108.54448057448549,1756.78461538465,796.8748412746908
train_inner,co_000,36130,11870,0.24729166666666666,10263,0.2138125,10263,0.2138125,1702,237939.9475228342,45161751.370879404,0.0,0.0,0.0,8.0,1264.0,5552.779999999984,8584297742.0,190.07892933342728,694.097499999998,1545945.948155703
train_inner,cp_000,45830,2170,0.045208333333333336,7570,0.15770833333333334,7570,0.15770833333333334,2084,591.8005673139864,8402.452648247257,0.0,0.0,0.0,14.0,1384.0,7452.13999999997,496360.0,38.471453649769295,532.2957142857122,66.60637078745192
train_inner,cq_000,47445,555,0.0115625,92,0.0019166666666666666,92,0.0019166666666666666,40919,4491510.039371904,10837256.882865956,0.0,10879.52,18191.600000000002,2357526.0,16059170.0,62924095.67999998,192871534.0,5.953248370556986,26.690732437309272,3.0651459018314187
train_inner,cr_000,10969,37031,0.7714791666666667,10910,0.22729166666666667,10910,0.22729166666666667,58,39.13611085787218,1048.0775494979916,0.0,0.0,0.0,0.0,0.0,0.0,57450.0,38.705208255662654,,
train_inner,cs_000,47476,524,0.010916666666666667,860,0.017916666666666668,860,0.017916666666666668,8518,5449.84897632488,10385.844551136006,0.0,0.0,158.0,3194.0,17481.5,48951.5,839240.0,16.07588822568558,15.32608015028178,17.1443163130854
