dataset,feature_name,missing_rate,zero_rate,near_zero_rate,non_missing_count
train_inner,bf_000,0.041375,0.42139583333333336,0.42139583333333336,46014
train_inner,bg_000,0.0108125,0.002395833333333333,0.002395833333333333,47481
train_inner,bh_000,0.0108125,0.0023125,0.0023125,47481
train_inner,bi_000,0.010104166666666666,0.0020625,0.0020625,47515
train_inner,bj_000,0.010104166666666666,0.002479166666666667,0.002479166666666667,47515
train_inner,bk_000,0.38427083333333334,0.008625,0.008625,29555
train_inner,bl_000,0.45510416666666664,0.017333333333333333,0.017333333333333333,26155
train_inner,bm_000,0.661375,0.0206875,0.0206875,16254
train_inner,bn_000,0.7354375,0.024020833333333335,0.024020833333333335,12699
train_inner,bo_000,0.773875,0.025375,0.025375,10854
train_inner,bp_000,0.79675,0.0273125,0.0273125,9756
train_inner,bq_000,0.8130208333333333,0.0294375,0.0294375,8975
train_inner,br_000,0.821625,0.030625,0.030625,8562
train_inner,bs_000,0.012166666666666666,0.0021458333333333334,0.0021458333333333334,47416
train_inner,bt_000,0.0026458333333333334,0.0023125,0.0023125,47873
train_inner,bu_000,0.0115625,0.0019166666666666666,0.0019166666666666666,47445
train_inner,bv_000,0.0115625,0.0019166666666666666,0.0019166666666666666,47445
train_inner,bx_000,0.0543125,0.0,0.0,45393
train_inner,by_000,0.007770833333333334,0.020104166666666666,0.020104166666666666,47627
train_inner,bz_000,0.045208333333333336,0.23089583333333333,0.23089583333333333,45830
train_inner,ca_000,0.07254166666666667,0.001958333333333333,0.001958333333333333,44518
train_inner,cb_000,0.012166666666666666,0.001958333333333333,0.001958333333333333,47416
train_inner,cc_000,0.05427083333333333,0.014333333333333333,0.014333333333333333,45395
train_inner,cd_000,0.011354166666666667,0.0,0.0,47455
train_inner,ce_000,0.0414375,0.19660416666666666,0.19660416666666666,46011
train_inner,cf_000,0.24729166666666666,0.3580625,0.3580625,36130
train_inner,cg_000,0.24729166666666666,0.048666666666666664,0.048666666666666664,36130
train_inner,ch_000,0.24729166666666666,0.7525416666666667,0.7525416666666667,36130
train_inner,ci_000,0.0059791666666666665,0.0037083333333333334,0.0037083333333333334,47713
train_inner,cj_000,0.0059791666666666665,0.7849583333333333,0.7849583333333333,47713
train_inner,ck_000,0.0059791666666666665,0.0032083333333333334,0.0032083333333333334,47713
train_inner,cl_000,0.15875,0.6145416666666667,0.6145416666666667,40380
train_inner,cm_000,0.16441666666666666,0.4034375,0.4034375,40108
train_inner,cn_000,0.011229166666666667,0.9550833333333333,0.9550833333333333,47461
train_inner,cn_001,0.011229166666666667,0.8415208333333334,0.8415208333333334,47461
train_inner,cn_002,0.011229166666666667,0.5115,0.5115,47461
train_inner,cn_003,0.011229166666666667,0.042895833333333334,0.042895833333333334,47461
train_inner,cn_004,0.011229166666666667,0.0181875,0.0181875,47461
train_inner,cn_005,0.011229166666666667,0.019333333333333334,0.019333333333333334,47461
train_inner,cn_006,0.011229166666666667,0.04510416666666667,0.04510416666666667,47461
train_inner,cn_007,0.011229166666666667,0.15447916666666667,0.15447916666666667,47461
train_inner,cn_008,0.011229166666666667,0.2561875,0.2561875,47461
train_inner,cn_009,0.011229166666666667,0.4329375,0.4329375,47461
train_inner,co_000,0.24729166666666666,0.2138125,0.2138125,36130
train_inner,cp_000,0.045208333333333336,0.15770833333333334,0.15770833333333334,45830
train_inner,cq_000,0.0115625,0.0019166666666666666,0.0019166666666666666,47445
train_inner,cr_000,0.7714791666666667,0.22729166666666667,0.22729166666666667,10969
train_inner,cs_000,0.010916666666666667,0.017916666666666668,0.017916666666666668,47476
train_inner,cs_001,0.010916666666666667,0.020666666666666667,0.020666666666666667,47476
train_inner,cs_002,0.010916666666666667,0.019208333333333334,0.019208333333333334,47476
train_inner,cs_003,0.010916666666666667,0.019729166666666666,0.019729166666666666,47476
train_inner,cs_004,0.010916666666666667,0.02025,0.02025,47476
train_inner,cs_005,0.010916666666666667,0.018645833333333334,0.018645833333333334,47476
train_inner,cs_006,0.010916666666666667,0.018375,0.018375,47476
train_inner,cs_007,0.010916666666666667,0.08483333333333333,0.08483333333333333,47476
train_inner,cs_008,0.010916666666666667,0.23395833333333332,0.23395833333333332,47476
train_inner,cs_009,0.010916666666666667,0.9409166666666666,0.9409166666666666,47476
train_inner,ct_000,0.22960416666666666,0.03647916666666667,0.03647916666666667,36979
train_inner,cu_000,0.22960416666666666,0.036229166666666666,0.036229166666666666,36979
train_inner,cv_000,0.22960416666666666,0.0169375,0.0169375,36979
train_inner,cx_000,0.22960416666666666,0.027479166666666666,0.027479166666666666,36979
train_inner,cy_000,0.22960416666666666,0.6586041666666667,0.6586041666666667,36979
train_inner,cz_000,0.22960416666666666,0.1528125,0.1528125,36979
train_inner,da_000,0.22960416666666666,0.761125,0.761125,36979
train_inner,db_000,0.22960416666666666,0.4619375,0.4619375,36979
train_inner,dc_000,0.22960416666666666,0.0169375,0.0169375,36979
train_inner,dd_000,0.0414375,0.0143125,0.0143125,46011
train_inner,de_000,0.04522916666666667,0.01425,0.01425,45829
train_inner,df_000,0.06677083333333333,0.91575,0.91575,44795
train_inner,dg_000,0.06677083333333333,0.9072083333333333,0.9072083333333333,44795
train_inner,dh_000,0.06675,0.8166041666666667,0.8166041666666667,44796
train_inner,di_000,0.06672916666666667,0.7608125,0.7608125,44797
train_inner,dj_000,0.06675,0.9301666666666667,0.9301666666666667,44796
train_inner,dk_000,0.06675,0.928125,0.928125,44796
train_inner,dl_000,0.06675,0.9295208333333334,0.9295208333333334,44796
train_inner,dm_000,0.06677083333333333,0.9289166666666666,0.9289166666666666,44795
train_inner,dn_000,0.0115625,0.0019166666666666666,0.0019166666666666666,47445
train_inner,do_000,0.045208333333333336,0.22141666666666668,0.22141666666666668,45830
train_inner,dp_000,0.04522916666666667,0.21272916666666666,0.21272916666666666,45829
train_inner,dq_000,0.04522916666666667,0.7393541666666666,0.7393541666666666,45829
train_inner,dr_000,0.04525,0.7370833333333333,0.7370833333333333,45828
train_inner,ds_000,0.04525,0.043604166666666666,0.043604166666666666,45828
train_inner,dt_000,0.04525,0.041729166666666664,0.041729166666666664,45828
train_inner,du_000,0.04525,0.05420833333333333,0.05420833333333333,45828
train_inner,dv_000,0.04525,0.05416666666666667,0.05416666666666667,45828
train_inner,dx_000,0.045208333333333336,0.6583958333333333,0.6583958333333333,45830
train_inner,dy_000,0.045208333333333336,0.6033333333333334,0.6033333333333334,45830
train_inner,dz_000,0.045208333333333336,0.9499166666666666,0.9499166666666666,45830
train_inner,ea_000,0.045208333333333336,0.9424166666666667,0.9424166666666667,45830
train_inner,eb_000,0.06675,0.35691666666666666,0.35691666666666666,44796
train_inner,ec_00,0.17039583333333333,0.021020833333333332,0.021020833333333332,39821
train_inner,ed_000,0.15875,0.023583333333333335,0.023583333333333335,40380
train_inner,ee_000,0.0109375,0.017895833333333333,0.017895833333333333,47475
train_inner,ee_001,0.0109375,0.019041666666666665,0.019041666666666665,47475
train_inner,ee_002,0.0109375,0.0224375,0.0224375,47475
train_inner,ee_003,0.0109375,0.025645833333333333,0.025645833333333333,47475
train_inner,ee_004,0.0109375,0.0296875,0.0296875,47475
train_inner,ee_005,0.0109375,0.04645833333333333,0.04645833333333333,47475
train_inner,ee_006,0.0109375,0.0734375,0.0734375,47475
train_inner,ee_007,0.0109375,0.13104166666666667,0.13104166666666667,47475
train_inner,ee_008,0.0109375,0.28833333333333333,0.28833333333333333,47475
train_inner,ee_009,0.0109375,0.5322083333333333,0.5322083333333333,47475
train_inner,ef_000,0.045208333333333336,0.9505208333333334,0.9505208333333334,45830
train_inner,eg_000,0.045208333333333336,0.9468125,0.9468125,45830
valid,aa_000,0.0,0.006833333333333334,0.006833333333333334,12000
valid,ab_000,0.7748333333333334,0.18058333333333335,0.18058333333333335,2702
valid,ac_000,0.05616666666666666,0.14983333333333335,0.14983333333333335,11326
valid,ad_000,0.24925,0.03425,0.03425,9009
valid,ae_000,0.042833333333333334,0.92475,0.92475,11486
valid,af_000,0.042833333333333334,0.9235833333333333,0.9235833333333333,11486
valid,ag_000,0.012083333333333333,0.9845833333333334,0.9845833333333334,11855
valid,ag_001,0.012083333333333333,0.9755833333333334,0.9755833333333334,11855
valid,ag_002,0.012083333333333333,0.9371666666666667,0.9371666666666667,11855
valid,ag_003,0.012083333333333333,0.77625,0.77625,11855
valid,ag_004,0.012083333333333333,0.022166666666666668,0.022166666666666668,11855
valid,ag_005,0.012083333333333333,0.03325,0.03325,11855
valid,ag_006,0.012083333333333333,0.021583333333333333,0.021583333333333333,11855
valid,ag_007,0.012083333333333333,0.26575,0.26575,11855
valid,ag_008,0.012083333333333333,0.4170833333333333,0.4170833333333333,11855
valid,ag_009,0.012083333333333333,0.6785833333333333,0.6785833333333333,11855
valid,ah_000,0.01025,0.0015,0.0015,11877
valid,ai_000,0.009666666666666667,0.8910833333333333,0.8910833333333333,11884
valid,aj_000,0.009666666666666667,0.7828333333333334,0.7828333333333334,11884
valid,ak_000,0.07316666666666667,0.9200833333333334,0.9200833333333334,11122
valid,al_000,0.01025,0.6150833333333333,0.6150833333333333,11877
valid,am_0,0.009666666666666667,0.61275,0.61275,11884
valid,an_000,0.01025,0.0015,0.0015,11877
valid,ao_000,0.008666666666666666,0.0016666666666666668,0.0016666666666666668,11896
valid,ap_000,0.01025,0.0013333333333333333,0.0013333333333333333,11877
valid,aq_000,0.008666666666666666,0.0031666666666666666,0.0031666666666666666,11896
valid,ar_000,0.04608333333333333,0.9140833333333334,0.9140833333333334,11447
valid,as_000,0.009666666666666667,0.9900833333333333,0.9900833333333333,11884
valid,at_000,0.009666666666666667,0.8901666666666667,0.8901666666666667,11884
valid,au_000,0.009666666666666667,0.9895,0.9895,11884
valid,av_000,0.04275,0.17175,0.17175,11487
valid,ax_000,0.04275,0.17191666666666666,0.17191666666666666,11487
valid,ay_000,0.012166666666666666,0.9785,0.9785,11854
valid,ay_001,0.012166666666666666,0.9689166666666666,0.9689166666666666,11854
valid,ay_002,0.012166666666666666,0.9685833333333334,0.9685833333333334,11854
valid,ay_003,0.012166666666666666,0.9675833333333334,0.9675833333333334,11854
valid,ay_004,0.012166666666666666,0.9519166666666666,0.9519166666666666,11854
valid,ay_005,0.012166666666666666,0.511,0.511,11854
valid,ay_006,0.012166666666666666,0.27358333333333335,0.27358333333333335,11854
valid,ay_007,0.012166666666666666,0.12108333333333333,0.12108333333333333,11854
valid,ay_008,0.012166666666666666,0.08116666666666666,0.08116666666666666,11854
valid,ay_009,0.012166666666666666,0.9790833333333333,0.9790833333333333,11854
valid,az_000,0.012166666666666666,0.01925,0.01925,11854
valid,az_001,0.012166666666666666,0.024666666666666667,0.024666666666666667,11854
valid,az_002,0.012166666666666666,0.022,0.022,11854
valid,az_003,0.012166666666666666,0.02075,0.02075,11854
valid,az_004,0.012166666666666666,0.020166666666666666,0.020166666666666666,11854
valid,az_005,0.012166666666666666,0.019666666666666666,0.019666666666666666,11854
valid,az_006,0.012166666666666666,0.1455,0.1455,11854
valid,az_007,0.012166666666666666,0.7464166666666666,0.7464166666666666,11854
valid,az_008,0.012166666666666666,0.8995833333333333,0.8995833333333333,11854
valid,az_009,0.012166666666666666,0.9535,0.9535,11854
valid,ba_000,0.012333333333333333,0.019166666666666665,0.019166666666666665,11852
valid,ba_001,0.012333333333333333,0.02033333333333333,0.02033333333333333,11852
valid,ba_002,0.012333333333333333,0.020833333333333332,0.020833333333333332,11852
valid,ba_003,0.012333333333333333,0.02125,0.02125,11852
valid,ba_004,0.012333333333333333,0.021833333333333333,0.021833333333333333,11852
valid,ba_005,0.012333333333333333,0.022583333333333334,0.022583333333333334,11852
valid,ba_006,0.012333333333333333,0.033916666666666664,0.033916666666666664,11852
valid,ba_007,0.012333333333333333,0.13475,0.13475,11852
valid,ba_008,0.012333333333333333,0.41925,0.41925,11852
valid,ba_009,0.012333333333333333,0.6594166666666667,0.6594166666666667,11852
valid,bb_000,0.01025,0.00125,0.00125,11877
valid,bc_000,0.04616666666666667,0.32425,0.32425,11446
valid,bd_000,0.04625,0.06858333333333333,0.06858333333333333,11445
valid,be_000,0.043,0.11466666666666667,0.11466666666666667,11484
valid,bf_000,0.042833333333333334,0.42225,0.42225,11486
valid,bg_000,0.01025,0.0015,0.0015,11877
valid,bh_000,0.01025,0.0015,0.0015,11877
valid,bi_000,0.008666666666666666,0.0015,0.0015,11896
valid,bj_000,0.008666666666666666,0.0015,0.0015,11896
valid,bk_000,0.3824166666666667,0.007333333333333333,0.007333333333333333,7411
valid,bl_000,0.45266666666666666,0.015333333333333332,0.015333333333333332,6568
valid,bm_000,0.65025,0.018416666666666668,0.018416666666666668,4197
valid,bn_000,0.7256666666666667,0.022416666666666668,0.022416666666666668,3292
valid,bo_000,0.7655833333333333,0.02375,0.02375,2813
valid,bp_000,0.7913333333333333,0.025083333333333332,0.025083333333333332,2504
valid,bq_000,0.8080833333333334,0.02675,0.02675,2303
valid,br_000,0.8188333333333333,0.028583333333333332,0.028583333333333332,2174
valid,bs_000,0.011833333333333333,0.0014166666666666668,0.0014166666666666668,11858
valid,bt_000,0.0033333333333333335,0.0016666666666666668,0.0016666666666666668,11960
valid,bu_000,0.011333333333333334,0.00125,0.00125,11864
valid,bv_000,0.011333333333333334,0.00125,0.00125,11864
valid,bx_000,0.05416666666666667,0.0,0.0,11350
valid,by_000,0.008333333333333333,0.021583333333333333,0.021583333333333333,11900
valid,bz_000,0.04608333333333333,0.22983333333333333,0.22983333333333333,11447
valid,ca_000,0.07283333333333333,0.00125,0.00125,11126
valid,cb_000,0.011833333333333333,0.00125,0.00125,11858
valid,cc_000,0.05416666666666667,0.015833333333333335,0.015833333333333335,11350
valid,cd_000,0.010916666666666667,0.0,0.0,11869
valid,ce_000,0.04275,0.20066666666666666,0.20066666666666666,11487
valid,cf_000,0.24925,0.35675,0.35675,9009
valid,cg_000,0.24925,0.04825,0.04825,9009
valid,ch_000,0.24925,0.7505833333333334,0.7505833333333334,9009
valid,ci_000,0.00425,0.00375,0.00375,11949
valid,cj_000,0.00425,0.787,0.787,11949
valid,ck_000,0.00425,0.0033333333333333335,0.0033333333333333335,11949
valid,cl_000,0.16108333333333333,0.6074166666666667,0.6074166666666667,10067
valid,cm_000,0.16541666666666666,0.4041666666666667,0.4041666666666667,10015
valid,cn_000,0.012333333333333333,0.9546666666666667,0.9546666666666667,11852
valid,cn_001,0.012333333333333333,0.83925,0.83925,11852
valid,cn_002,0.012333333333333333,0.49883333333333335,0.49883333333333335,11852
valid,cn_003,0.012333333333333333,0.044583333333333336,0.044583333333333336,11852
valid,cn_004,0.012333333333333333,0.0195,0.0195,11852
valid,cn_005,0.012333333333333333,0.020583333333333332,0.020583333333333332,11852
valid,cn_006,0.012333333333333333,0.04675,0.04675,11852
valid,cn_007,0.012333333333333333,0.15616666666666668,0.15616666666666668,11852
valid,cn_008,0.012333333333333333,0.2575,0.2575,11852
valid,cn_009,0.012333333333333333,0.4330833333333333,0.4330833333333333,11852
valid,co_000,0.24925,0.21083333333333334,0.21083333333333334,9009
valid,cp_000,0.04616666666666667,0.16391666666666665,0.16391666666666665,11446
valid,cq_000,0.011333333333333334,0.00125,0.00125,11864
valid,cr_000,0.7748333333333334,0.2235,0.2235,2702
valid,cs_000,0.012083333333333333,0.019166666666666665,0.019166666666666665,11855
valid,cs_001,0.012083333333333333,0.021916666666666668,0.021916666666666668,11855
valid,cs_002,0.012083333333333333,0.0205,0.0205,11855
valid,cs_003,0.012083333333333333,0.0215,0.0215,11855
valid,cs_004,0.012083333333333333,0.020916666666666667,0.020916666666666667,11855
valid,cs_005,0.012083333333333333,0.019583333333333335,0.019583333333333335,11855
valid,cs_006,0.012083333333333333,0.02,0.02,11855
valid,cs_007,0.012083333333333333,0.08625,0.08625,11855
valid,cs_008,0.012083333333333333,0.23441666666666666,0.23441666666666666,11855
valid,cs_009,0.012083333333333333,0.9385833333333333,0.9385833333333333,11855
valid,ct_000,0.23225,0.03625,0.03625,9213
valid,cu_000,0.23225,0.035083333333333334,0.035083333333333334,9213
valid,cv_000,0.23225,0.018,0.018,9213
valid,cx_000,0.23225,0.026583333333333334,0.026583333333333334,9213
valid,cy_000,0.23225,0.658,0.658,9213
valid,cz_000,0.23225,0.14825,0.14825,9213
valid,da_000,0.23225,0.75925,0.75925,9213
valid,db_000,0.23225,0.4618333333333333,0.4618333333333333,9213
valid,dc_000,0.23225,0.018,0.018,9213
valid,dd_000,0.042833333333333334,0.014916666666666667,0.014916666666666667,11486
valid,de_000,0.04608333333333333,0.014666666666666666,0.014666666666666666,11447
valid,df_000,0.06691666666666667,0.9145,0.9145,11197
valid,dg_000,0.06691666666666667,0.9065,0.9065,11197
valid,dh_000,0.067,0.8175833333333333,0.8175833333333333,11196
valid,di_000,0.06691666666666667,0.7606666666666667,0.7606666666666667,11197
valid,dj_000,0.06691666666666667,0.929,0.929,11197
valid,dk_000,0.06691666666666667,0.9270833333333334,0.9270833333333334,11197
valid,dl_000,0.067,0.9293333333333333,0.9293333333333333,11196
valid,dm_000,0.067,0.9288333333333333,0.9288333333333333,11196
valid,dn_000,0.011333333333333334,0.00125,0.00125,11864
valid,do_000,0.04616666666666667,0.22158333333333333,0.22158333333333333,11446
valid,dp_000,0.04625,0.21158333333333335,0.21158333333333335,11445
valid,dq_000,0.04625,0.7429166666666667,0.7429166666666667,11445
valid,dr_000,0.04616666666666667,0.7405833333333334,0.7405833333333334,11446
valid,ds_000,0.04625,0.04741666666666667,0.04741666666666667,11445
valid,dt_000,0.04625,0.04566666666666667,0.04566666666666667,11445
valid,du_000,0.04616666666666667,0.0565,0.0565,11446
valid,dv_000,0.04616666666666667,0.0565,0.0565,11446
valid,dx_000,0.04608333333333333,0.6629166666666667,0.6629166666666667,11447
valid,dy_000,0.04616666666666667,0.6090833333333333,0.6090833333333333,11446
valid,dz_000,0.04608333333333333,0.949,0.949,11447
valid,ea_000,0.04608333333333333,0.9415833333333333,0.9415833333333333,11447
valid,eb_000,0.06691666666666667,0.35975,0.35975,11197
valid,ec_00,0.17166666666666666,0.02225,0.02225,9940
valid,ed_000,0.16108333333333333,0.023833333333333335,0.023833333333333335,10067
valid,ee_000,0.012166666666666666,0.019166666666666665,0.019166666666666665,11854
valid,ee_001,0.012166666666666666,0.02025,0.02025,11854
valid,ee_002,0.012166666666666666,0.023916666666666666,0.023916666666666666,11854
valid,ee_003,0.012166666666666666,0.027166666666666665,0.027166666666666665,11854
valid,ee_004,0.012166666666666666,0.031,0.031,11854
valid,ee_005,0.012166666666666666,0.048666666666666664,0.048666666666666664,11854
valid,ee_006,0.012166666666666666,0.07775,0.07775,11854
valid,ee_007,0.012166666666666666,0.134,0.134,11854
valid,ee_008,0.012166666666666666,0.2866666666666667,0.2866666666666667,11854
valid,ee_009,0.012166666666666666,0.5264166666666666,0.5264166666666666,11854
valid,ef_000,0.04616666666666667,0.9496666666666667,0.9496666666666667,11446
valid,eg_000,0.04608333333333333,0.9455833333333333,0.9455833333333333,11447
official_test,aa_000,0.0,0.00525,0.00525,16000
official_test,ab_000,0.7726875,0.1790625,0.1790625,3637
official_test,ac_000,0.057875,0.1430625,0.1430625,15074
official_test,ad_000,0.2488125,0.0324375,0.0324375,12019
official_test,ae_000,0.043125,0.92275,0.92275,15310
official_test,af_000,0.043125,0.9213125,0.9213125,15310
official_test,ag_000,0.0118125,0.9843125,0.9843125,15811
official_test,ag_001,0.0118125,0.9734375,0.9734375,15811
official_test,ag_002,0.0118125,0.934625,0.934625,15811
official_test,ag_003,0.0118125,0.777625,0.777625,15811
official_test,ag_004,0.0118125,0.02125,0.02125,15811
official_test,ag_005,0.0118125,0.0311875,0.0311875,15811
official_test,ag_006,0.0118125,0.020375,0.020375,15811
official_test,ag_007,0.0118125,0.2586875,0.2586875,15811
official_test,ag_008,0.0118125,0.41775,0.41775,15811
official_test,ag_009,0.0118125,0.6748125,0.6748125,15811
official_test,ah_000,0.0109375,0.001875,0.001875,15825
official_test,ai_000,0.0101875,0.8875,0.8875,15837
official_test,aj_000,0.0101875,0.77975,0.77975,15837
official_test,ak_000,0.074875,0.918625,0.918625,14802
official_test,al_000,0.0105625,0.6196875,0.6196875,15831
official_test,am_0,0.0101875,0.6160625,0.6160625,15837
official_test,an_000,0.0105625,0.002,0.002,15831
official_test,ao_000,0.010125,0.0020625,0.0020625,15838
official_test,ap_000,0.0105625,0.00175,0.00175,15831
official_test,aq_000,0.010125,0.0028125,0.0028125,15838
official_test,ar_000,0.04775,0.9110625,0.9110625,15236
official_test,as_000,0.0101875,0.98925,0.98925,15837
official_test,at_000,0.0101875,0.8855,0.8855,15837
official_test,au_000,0.0101875,0.9886875,0.9886875,15837
official_test,av_000,0.043,0.166,0.166,15312
official_test,ax_000,0.043,0.17,0.17,15312
official_test,ay_000,0.012,0.9779375,0.9779375,15808
official_test,ay_001,0.012,0.968875,0.968875,15808
official_test,ay_002,0.012,0.9686875,0.9686875,15808
official_test,ay_003,0.012,0.96775,0.96775,15808
official_test,ay_004,0.012,0.9515625,0.9515625,15808
official_test,ay_005,0.012,0.5024375,0.5024375,15808
official_test,ay_006,0.012,0.2761875,0.2761875,15808
official_test,ay_007,0.012,0.12425,0.12425,15808
official_test,ay_008,0.012,0.0784375,0.0784375,15808
official_test,ay_009,0.012,0.9776875,0.9776875,15808
official_test,az_000,0.012,0.018375,0.018375,15808
official_test,az_001,0.012,0.0259375,0.0259375,15808
official_test,az_002,0.012,0.022,0.022,15808
official_test,az_003,0.012,0.0198125,0.0198125,15808
official_test,az_004,0.012,0.0193125,0.0193125,15808
official_test,az_005,0.012,0.0189375,0.0189375,15808
official_test,az_006,0.012,0.139625,0.139625,15808
official_test,az_007,0.012,0.7503125,0.7503125,15808
official_test,az_008,0.012,0.9031875,0.9031875,15808
official_test,az_009,0.012,0.9575625,0.9575625,15808
official_test,ba_000,0.0120625,0.018375,0.018375,15807
official_test,ba_001,0.0120625,0.01925,0.01925,15807
official_test,ba_002,0.0120625,0.01975,0.01975,15807
official_test,ba_003,0.0120625,0.0199375,0.0199375,15807
official_test,ba_004,0.0120625,0.020375,0.020375,15807
official_test,ba_005,0.0120625,0.021625,0.021625,15807
official_test,ba_006,0.0120625,0.032125,0.032125,15807
official_test,ba_007,0.0120625,0.1301875,0.1301875,15807
official_test,ba_008,0.0120625,0.4095,0.4095,15807
official_test,ba_009,0.0120625,0.6549375,0.6549375,15807
official_test,bb_000,0.0109375,0.001625,0.001625,15825
official_test,bc_000,0.04775,0.3143125,0.3143125,15236
official_test,bd_000,0.04775,0.0665,0.0665,15236
official_test,be_000,0.043125,0.110375,0.110375,15310
official_test,bf_000,0.0430625,0.4186875,0.4186875,15311
official_test,bg_000,0.0105625,0.001875,0.001875,15831
official_test,bh_000,0.0105625,0.002,0.002,15831
official_test,bi_000,0.010125,0.00175,0.00175,15838
official_test,bj_000,0.010125,0.002,0.002,15838
official_test,bk_000,0.380875,0.007,0.007,9906
official_test,bl_000,0.451625,0.016125,0.016125,8774
official_test,bm_000,0.659125,0.0201875,0.0201875,5454
