feature_name,neg_missing_rate,pos_missing_rate,missing_rate_diff_abs,neg_zero_rate,pos_zero_rate,zero_rate_diff_abs,neg_median,pos_median,median_diff_abs,neg_p95,pos_p95,p95_diff_abs,neg_p99,pos_p99,p99_diff_abs,standardized_median_diff
by_000,0.00788135593220339,0.00125,0.00663135593220339,0.019703389830508476,0.04375,0.02404661016949152,12342.5,182047.0,169704.5,62514.85000000019,617659.7999999995,555144.9499999993,198106.87000000133,820475.7599999999,622368.8899999985,1.4555395319984854
bz_000,0.03966101694915254,0.3725,0.33283898305084747,0.23413135593220338,0.04,0.19413135593220338,1000.0,58033.0,57033.0,364189.9000000005,7570969.899999996,7206779.999999995,1717801.9000000136,16568532.300000006,14850730.399999993,0.030984340165015747
ca_000,0.06491525423728814,0.5225,0.4575847457627118,0.001885593220338983,0.00625,0.0043644067796610175,25169.0,61633.0,36464.0,110050.5,114608.0,4557.5,118781.3,118926.44,145.13999999999942,0.9982598881342857
cb_000,0.011588983050847457,0.04625,0.034661016949152544,0.001885593220338983,0.00625,0.0043644067796610175,274100.0,575660.0,301560.0,1105532.0,1159262.0,53730.0,1189208.8000000003,1194990.8,5781.999999999767,0.825856159009801
cc_000,0.05470338983050847,0.02875,0.02595338983050847,0.013961864406779661,0.03625,0.022288135593220335,2062771.0,37999310.0,35936539.0,9901071.500000006,96794854.0,86893782.5,40647589.900000185,127306900.08000007,86659310.17999989,1.900846370345238
cd_000,0.010805084745762712,0.04375,0.03294491525423729,0.0,0.0,0.0,1209600.0,1209600.0,0.0,1209600.0,1209600.0,0.0,1209600.0,1209600.0,0.0,
ce_000,0.036440677966101696,0.33625,0.2998093220338983,0.19444915254237288,0.32375,0.1293008474576271,3437.0,3292.0,145.0,219774.09999999928,1553076.0,1333301.9000000008,502975.67999999895,2411427.000000002,1908451.3200000029,0.0004001240063758715
cf_000,0.24055084745762711,0.645,0.4044491525423729,0.36059322033898306,0.20875,0.15184322033898306,2.0,0.0,2.0,8.0,4908.199999999998,4900.199999999998,297.1000000000058,21762.720000000052,21465.620000000046,8.820972216979776e-08
cg_000,0.24055084745762711,0.645,0.4044491525423729,0.048940677966101694,0.0325,0.016440677966101692,46.0,273.0,227.0,244.0,2338.6999999999994,2094.6999999999994,598.0,4466.4200000000255,3868.4200000000255,0.2766263160613797
ch_000,0.24055084745762711,0.645,0.4044491525423729,0.7593008474576272,0.35375,0.40555084745762715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_000,0.005889830508474576,0.01125,0.005360169491525423,0.003771186440677966,0.0,0.003771186440677966,1823977.44,35470003.2,33646025.760000005,10116437.999999993,82133765.28,72017327.28,34904767.68,104267028.672,69362260.99200001,2.239171099082079
cj_000,0.005889830508474576,0.01125,0.005360169491525423,0.7875847457627119,0.63,0.15758474576271186,0.0,0.0,0.0,58732.367999999864,17563693.439999998,17504961.071999997,1121467.7664000005,33014212.416000023,31892744.64960002,0.0
ck_000,0.005889830508474576,0.01125,0.005360169491525423,0.00326271186440678,0.0,0.00326271186440678,241384.8,6843866.88,6602482.08,1946747.184,21446217.119999997,19499469.935999997,7274887.545600026,33113998.27200001,25839110.726399984,1.5566664048428303
cl_000,0.15747881355932203,0.23375,0.07627118644067798,0.620656779661017,0.25375,0.366906779661017,0.0,278.0,278.0,98.0,56524.79999999999,56426.79999999999,1198.0,124805.12,123607.12,0.020844462705422544
cm_000,0.1621186440677966,0.3,0.13788135593220338,0.40629237288135595,0.235,0.17129237288135596,8.0,1723.0,1715.0,1192.0,22390.799999999985,21198.799999999985,4067.0599999999977,41007.39999999998,36940.33999999998,0.3361941874947518
cn_000,0.011334745762711864,0.005,0.006334745762711864,0.9623728813559322,0.525,0.4373728813559322,0.0,0.0,0.0,0.0,489079.0,489079.0,3986.1600000000326,1994907.199999992,1990921.0399999921,0.0
cn_001,0.011334745762711864,0.005,0.006334745762711864,0.8501059322033898,0.335,0.5151059322033897,0.0,53509.0,53509.0,12379.199999999895,3225020.0,3212640.8000000003,230517.0400000002,9144588.099999975,8914071.059999974,0.06262510040726314
cn_002,0.011334745762711864,0.005,0.006334745762711864,0.5188983050847458,0.075,0.44389830508474576,0.0,804684.0,804684.0,318572.39999999956,13741821.5,13423249.1,2812431.0400000005,23061267.899999917,20248836.859999917,0.27438126658063516
cn_003,0.011334745762711864,0.005,0.006334745762711864,0.04290254237288135,0.0425,0.0004025423728813496,32598.0,4484600.0,4452002.0,1611936.3999999964,24087557.0,22475620.600000005,7282716.480000005,43678271.19999988,36395554.71999987,0.8712862367415658
cn_004,0.011334745762711864,0.005,0.006334745762711864,0.017796610169491526,0.04125,0.023453389830508476,496758.0,9417450.0,8920692.0,3846042.0,38558396.0,34712354.0,12032144.800000004,50952790.69999994,38920645.89999994,1.1793480610654625
cn_005,0.011334745762711864,0.005,0.006334745762711864,0.01891949152542373,0.04375,0.02483050847457627,667902.0,5796892.0,5128990.0,3778231.5999999954,33800809.5,30022577.900000006,10750984.560000002,47065891.19999998,36314906.63999998,0.7445728624801988
cn_006,0.011334745762711864,0.005,0.006334745762711864,0.0451271186440678,0.04375,0.0013771186440678027,90338.0,1342389.0,1252051.0,1318633.1999999983,7412312.5,6093679.300000002,3655830.0,15382058.09999999,11726228.09999999,0.5618833012281066
cn_007,0.011334745762711864,0.005,0.006334745762711864,0.15635593220338984,0.04375,0.11260593220338984,9584.0,178062.0,168478.0,151982.79999999984,3339460.0,3187477.2,789262.0,6412833.099999988,5623571.099999988,0.19654782239672475
cn_008,0.011334745762711864,0.005,0.006334745762711864,0.2597033898305085,0.04875,0.2109533898305085,1772.0,28888.0,27116.0,22236.799999999974,1795173.0,1772936.2,201176.0,4396970.699999997,4195794.699999997,0.056175058378469415
cn_009,0.011334745762711864,0.005,0.006334745762711864,0.4375847457627119,0.15875,0.2788347457627119,22.0,771.0,749.0,1819.5999999999913,817060.0,815240.4,24859.920000000042,2224502.899999993,2199642.979999993,0.0007859840335141744
co_000,0.24055084745762711,0.645,0.4044491525423729,0.21675847457627118,0.04,0.17675847457627117,8.0,238.0,230.0,1225.5,7810.799999999983,6585.299999999983,5362.200000000012,94513.64000000284,89151.44000000283,1.0139214749700065e-05
cp_000,0.03966101694915254,0.3725,0.33283898305084747,0.15635593220338984,0.2375,0.08114406779661015,14.0,68.0,54.0,1308.0,15460.099999999995,14152.099999999995,6950.0,158732.52000000066,151782.52000000066,0.002584577016399087
cq_000,0.011038135593220338,0.0425,0.031461864406779665,0.0018432203389830508,0.00625,0.004406779661016949,2317796.0,45824776.0,43506980.0,12889406.999999993,108238314.5,95348907.5,45908835.400000006,141019984.40000004,95111149.00000003,2.182165909071223
cr_000,0.7715466101694916,0.7675,0.0040466101694915935,0.2273728813559322,0.2225,0.004872881355932196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17040.500000000142,17040.500000000142,0.0
cs_000,0.011016949152542373,0.005,0.0060169491525423726,0.017521186440677967,0.04125,0.023728813559322035,3126.0,25082.0,21956.0,15242.899999999921,92178.5,76935.60000000008,40271.45999999998,128192.89999999982,87921.43999999984,1.1465671833516216
cs_001,0.011016949152542373,0.005,0.0060169491525423726,0.020296610169491525,0.0425,0.02220338983050848,350.0,4851.0,4501.0,2242.0,20446.0,18204.0,7565.259999999995,29165.69999999999,21600.439999999995,0.45298866296543533
cs_002,0.011016949152542373,0.005,0.0060169491525423726,0.018834745762711866,0.04125,0.022415254237288136,19008.0,2332470.0,2313462.0,591682.1999999993,12313987.0,11722304.8,2922564.2799999933,21456987.89999999,18534423.619999997,0.8360359384724069
cs_003,0.011016949152542373,0.005,0.0060169491525423726,0.019364406779661017,0.04125,0.021885593220338985,117332.0,2472086.0,2354754.0,1066407.299999999,11250896.5,10184489.200000001,3526982.379999999,19600238.199999988,16073255.81999999,0.9594975507746937
cs_004,0.011016949152542373,0.005,0.0060169491525423726,0.019894067796610168,0.04125,0.021355932203389834,88255.0,4110169.0,4021914.0,992453.4999999976,26345946.0,25353492.500000004,5802235.759999998,45811667.69999998,40009431.93999998,0.7384167124058012
cs_005,0.011016949152542373,0.005,0.0060169491525423726,0.01826271186440678,0.04125,0.022987288135593222,1189737.0,15558534.0,14368797.0,6499605.999999976,57753911.0,51254305.00000002,22009602.23999988,73962139.7999999,51952537.56000002,1.2452677315945926
cs_006,0.011016949152542373,0.005,0.0060169491525423726,0.017966101694915255,0.0425,0.024533898305084748,235232.0,1456651.0,1221419.0,1750831.9999999953,10307276.5,8556444.500000004,4117764.0399999986,16517713.899999993,12399949.859999994,0.5274818677775517
