sample_id,model_name,strategy,y_true,y_proba,threshold,y_pred,prediction_type,risk_level,suggested_action
7027,xgboost_scale_pos_weight,median_all,1,0.9954378008842468,0.2,1,TP,Critical,立即检修
6739,xgboost_scale_pos_weight,median_all,1,0.9953987002372742,0.2,1,TP,Critical,立即检修
6131,xgboost_scale_pos_weight,median_all,1,0.9953900575637816,0.2,1,TP,Critical,立即检修
613,xgboost_scale_pos_weight,median_all,1,0.995372235774994,0.2,1,TP,Critical,立即检修
6287,xgboost_scale_pos_weight,median_all,1,0.9951664209365844,0.2,1,TP,Critical,立即检修
14595,xgboost_scale_pos_weight,median_all,1,0.9950824975967408,0.2,1,TP,Critical,立即检修
8520,xgboost_scale_pos_weight,median_all,1,0.995027244091034,0.2,1,TP,Critical,立即检修
3226,xgboost_scale_pos_weight,median_all,1,0.9950202703475952,0.2,1,TP,Critical,立即检修
10782,xgboost_scale_pos_weight,median_all,1,0.995018720626831,0.2,1,TP,Critical,立即检修
3743,xgboost_scale_pos_weight,median_all,1,0.9947946667671204,0.2,1,TP,Critical,立即检修
11953,xgboost_scale_pos_weight,median_all,1,0.994787096977234,0.2,1,TP,Critical,立即检修
584,xgboost_scale_pos_weight,median_all,1,0.994743824005127,0.2,1,TP,Critical,立即检修
13129,xgboost_scale_pos_weight,median_all,1,0.994743824005127,0.2,1,TP,Critical,立即检修
9442,xgboost_scale_pos_weight,median_all,1,0.9946624636650084,0.2,1,TP,Critical,立即检修
10058,xgboost_scale_pos_weight,median_all,1,0.9945220947265624,0.2,1,TP,Critical,立即检修
4385,xgboost_scale_pos_weight,median_all,1,0.9945164322853088,0.2,1,TP,Critical,立即检修
3996,xgboost_scale_pos_weight,median_all,1,0.994393229484558,0.2,1,TP,Critical,立即检修
7446,xgboost_scale_pos_weight,median_all,1,0.9942131638526917,0.2,1,TP,Critical,立即检修
13271,xgboost_scale_pos_weight,median_all,1,0.9941599369049072,0.2,1,TP,Critical,立即检修
8040,xgboost_scale_pos_weight,median_all,1,0.9941235184669496,0.2,1,TP,Critical,立即检修
8167,xgboost_scale_pos_weight,median_all,1,0.9940755367279052,0.2,1,TP,Critical,立即检修
15995,xgboost_scale_pos_weight,median_all,1,0.9940085411071776,0.2,1,TP,Critical,立即检修
8309,xgboost_scale_pos_weight,median_all,1,0.9939133524894714,0.2,1,TP,Critical,立即检修
3249,xgboost_scale_pos_weight,median_all,1,0.9939122200012208,0.2,1,TP,Critical,立即检修
15012,xgboost_scale_pos_weight,median_all,1,0.993874728679657,0.2,1,TP,Critical,立即检修
11621,xgboost_scale_pos_weight,median_all,0,0.993842601776123,0.2,1,FP,Critical,立即检修
14081,xgboost_scale_pos_weight,median_all,1,0.9938172698020936,0.2,1,TP,Critical,立即检修
12904,xgboost_scale_pos_weight,median_all,1,0.9936605095863342,0.2,1,TP,Critical,立即检修
5461,xgboost_scale_pos_weight,median_all,1,0.9936442375183104,0.2,1,TP,Critical,立即检修
5852,xgboost_scale_pos_weight,median_all,1,0.9933260679244996,0.2,1,TP,Critical,立即检修
799,xgboost_scale_pos_weight,median_all,1,0.9933074116706848,0.2,1,TP,Critical,立即检修
6928,xgboost_scale_pos_weight,median_all,1,0.9931996464729308,0.2,1,TP,Critical,立即检修
15784,xgboost_scale_pos_weight,median_all,1,0.9931807518005372,0.2,1,TP,Critical,立即检修
7278,xgboost_scale_pos_weight,median_all,1,0.993097960948944,0.2,1,TP,Critical,立即检修
5102,xgboost_scale_pos_weight,median_all,1,0.9930415153503418,0.2,1,TP,Critical,立即检修
8934,xgboost_scale_pos_weight,median_all,1,0.992938756942749,0.2,1,TP,Critical,立即检修
3763,xgboost_scale_pos_weight,median_all,1,0.9929384589195251,0.2,1,TP,Critical,立即检修
13857,xgboost_scale_pos_weight,median_all,0,0.9928921461105348,0.2,1,FP,Critical,立即检修
1129,xgboost_scale_pos_weight,median_all,1,0.9927834272384644,0.2,1,TP,Critical,立即检修
13470,xgboost_scale_pos_weight,median_all,1,0.9926304817199708,0.2,1,TP,Critical,立即检修
929,xgboost_scale_pos_weight,median_all,1,0.9924089908599854,0.2,1,TP,Critical,立即检修
9950,xgboost_scale_pos_weight,median_all,1,0.9923657774925232,0.2,1,TP,Critical,立即检修
11740,xgboost_scale_pos_weight,median_all,1,0.992300510406494,0.2,1,TP,Critical,立即检修
6000,xgboost_scale_pos_weight,median_all,1,0.9922542572021484,0.2,1,TP,Critical,立即检修
854,xgboost_scale_pos_weight,median_all,1,0.9922419786453248,0.2,1,TP,Critical,立即检修
8606,xgboost_scale_pos_weight,median_all,1,0.9921827912330629,0.2,1,TP,Critical,立即检修
13249,xgboost_scale_pos_weight,median_all,1,0.9920501112937928,0.2,1,TP,Critical,立即检修
14996,xgboost_scale_pos_weight,median_all,1,0.9919524788856506,0.2,1,TP,Critical,立即检修
14500,xgboost_scale_pos_weight,median_all,1,0.9916834831237792,0.2,1,TP,Critical,立即检修
12388,xgboost_scale_pos_weight,median_all,1,0.9915986061096193,0.2,1,TP,Critical,立即检修
12661,xgboost_scale_pos_weight,median_all,1,0.9912309646606444,0.2,1,TP,Critical,立即检修
5642,xgboost_scale_pos_weight,median_all,1,0.9911249279975892,0.2,1,TP,Critical,立即检修
11781,xgboost_scale_pos_weight,median_all,1,0.990985870361328,0.2,1,TP,Critical,立即检修
5106,xgboost_scale_pos_weight,median_all,0,0.9908237457275392,0.2,1,FP,Critical,立即检修
6824,xgboost_scale_pos_weight,median_all,1,0.990744650363922,0.2,1,TP,Critical,立即检修
7517,xgboost_scale_pos_weight,median_all,1,0.9904447197914124,0.2,1,TP,Critical,立即检修
3423,xgboost_scale_pos_weight,median_all,1,0.990349292755127,0.2,1,TP,Critical,立即检修
5159,xgboost_scale_pos_weight,median_all,1,0.9903140664100648,0.2,1,TP,Critical,立即检修
2722,xgboost_scale_pos_weight,median_all,1,0.990285098552704,0.2,1,TP,Critical,立即检修
3011,xgboost_scale_pos_weight,median_all,1,0.9902520179748536,0.2,1,TP,Critical,立即检修
5688,xgboost_scale_pos_weight,median_all,1,0.9902369379997252,0.2,1,TP,Critical,立即检修
13236,xgboost_scale_pos_weight,median_all,1,0.9900778532028198,0.2,1,TP,Critical,立即检修
9731,xgboost_scale_pos_weight,median_all,1,0.9900528788566588,0.2,1,TP,Critical,立即检修
5492,xgboost_scale_pos_weight,median_all,1,0.9899647831916808,0.2,1,TP,Critical,立即检修
15737,xgboost_scale_pos_weight,median_all,1,0.9898028373718262,0.2,1,TP,Critical,立即检修
2028,xgboost_scale_pos_weight,median_all,1,0.9897945523262024,0.2,1,TP,Critical,立即检修
9843,xgboost_scale_pos_weight,median_all,1,0.9897945523262024,0.2,1,TP,Critical,立即检修
4057,xgboost_scale_pos_weight,median_all,1,0.9897312521934508,0.2,1,TP,Critical,立即检修
1741,xgboost_scale_pos_weight,median_all,1,0.9895723462104796,0.2,1,TP,Critical,立即检修
7139,xgboost_scale_pos_weight,median_all,1,0.9894808530807496,0.2,1,TP,Critical,立即检修
8707,xgboost_scale_pos_weight,median_all,1,0.9894290566444396,0.2,1,TP,Critical,立即检修
8965,xgboost_scale_pos_weight,median_all,1,0.989384949207306,0.2,1,TP,Critical,立即检修
7640,xgboost_scale_pos_weight,median_all,0,0.9893746376037598,0.2,1,FP,Critical,立即检修
5887,xgboost_scale_pos_weight,median_all,1,0.9893510937690736,0.2,1,TP,Critical,立即检修
7253,xgboost_scale_pos_weight,median_all,1,0.9893510937690736,0.2,1,TP,Critical,立即检修
8081,xgboost_scale_pos_weight,median_all,1,0.989328920841217,0.2,1,TP,Critical,立即检修
5716,xgboost_scale_pos_weight,median_all,1,0.989032506942749,0.2,1,TP,Critical,立即检修
5589,xgboost_scale_pos_weight,median_all,1,0.988938808441162,0.2,1,TP,Critical,立即检修
5093,xgboost_scale_pos_weight,median_all,1,0.9888578653335572,0.2,1,TP,Critical,立即检修
6228,xgboost_scale_pos_weight,median_all,1,0.9888195395469666,0.2,1,TP,Critical,立即检修
1349,xgboost_scale_pos_weight,median_all,1,0.9888160228729248,0.2,1,TP,Critical,立即检修
12832,xgboost_scale_pos_weight,median_all,1,0.9888052940368652,0.2,1,TP,Critical,立即检修
4475,xgboost_scale_pos_weight,median_all,1,0.9887779355049132,0.2,1,TP,Critical,立即检修
2531,xgboost_scale_pos_weight,median_all,1,0.9886991381645204,0.2,1,TP,Critical,立即检修
15202,xgboost_scale_pos_weight,median_all,1,0.9886807203292848,0.2,1,TP,Critical,立即检修
4718,xgboost_scale_pos_weight,median_all,0,0.9886291027069092,0.2,1,FP,Critical,立即检修
15196,xgboost_scale_pos_weight,median_all,1,0.9885240197181702,0.2,1,TP,Critical,立即检修
3548,xgboost_scale_pos_weight,median_all,1,0.9885071516036988,0.2,1,TP,Critical,立即检修
15156,xgboost_scale_pos_weight,median_all,1,0.9884676337242126,0.2,1,TP,Critical,立即检修
4890,xgboost_scale_pos_weight,median_all,1,0.9883557558059692,0.2,1,TP,Critical,立即检修
12380,xgboost_scale_pos_weight,median_all,1,0.987561285495758,0.2,1,TP,Critical,立即检修
15712,xgboost_scale_pos_weight,median_all,1,0.9874417781829834,0.2,1,TP,Critical,立即检修
11817,xgboost_scale_pos_weight,median_all,1,0.987170398235321,0.2,1,TP,Critical,立即检修
14561,xgboost_scale_pos_weight,median_all,1,0.987170398235321,0.2,1,TP,Critical,立即检修
12469,xgboost_scale_pos_weight,median_all,1,0.9869179129600524,0.2,1,TP,Critical,立即检修
4221,xgboost_scale_pos_weight,median_all,1,0.9868353605270386,0.2,1,TP,Critical,立即检修
951,xgboost_scale_pos_weight,median_all,1,0.9866857528686525,0.2,1,TP,Critical,立即检修
12574,xgboost_scale_pos_weight,median_all,1,0.9866310954093932,0.2,1,TP,Critical,立即检修
9951,xgboost_scale_pos_weight,median_all,0,0.986527383327484,0.2,1,FP,Critical,立即检修
12311,xgboost_scale_pos_weight,median_all,1,0.9864740371704102,0.2,1,TP,Critical,立即检修
8751,xgboost_scale_pos_weight,median_all,1,0.9864311814308168,0.2,1,TP,Critical,立即检修
13012,xgboost_scale_pos_weight,median_all,1,0.9863197207450868,0.2,1,TP,Critical,立即检修
15800,xgboost_scale_pos_weight,median_all,1,0.9862787127494812,0.2,1,TP,Critical,立即检修
487,xgboost_scale_pos_weight,median_all,1,0.98623925447464,0.2,1,TP,Critical,立即检修
2342,xgboost_scale_pos_weight,median_all,1,0.986236035823822,0.2,1,TP,Critical,立即检修
2788,xgboost_scale_pos_weight,median_all,0,0.9852686524391174,0.2,1,FP,Critical,立即检修
1593,xgboost_scale_pos_weight,median_all,1,0.9850786924362184,0.2,1,TP,Critical,立即检修
1889,xgboost_scale_pos_weight,median_all,1,0.9849084615707396,0.2,1,TP,Critical,立即检修
2152,xgboost_scale_pos_weight,median_all,0,0.9847688674926758,0.2,1,FP,Critical,立即检修
3845,xgboost_scale_pos_weight,median_all,1,0.984762966632843,0.2,1,TP,Critical,立即检修
1430,xgboost_scale_pos_weight,median_all,0,0.9846807718276978,0.2,1,FP,Critical,立即检修
6951,xgboost_scale_pos_weight,median_all,1,0.9845792055130004,0.2,1,TP,Critical,立即检修
15956,xgboost_scale_pos_weight,median_all,1,0.984326183795929,0.2,1,TP,Critical,立即检修
2571,xgboost_scale_pos_weight,median_all,1,0.9841482639312744,0.2,1,TP,Critical,立即检修
9130,xgboost_scale_pos_weight,median_all,1,0.9841201901435852,0.2,1,TP,Critical,立即检修
3294,xgboost_scale_pos_weight,median_all,1,0.9839008450508118,0.2,1,TP,Critical,立即检修
10483,xgboost_scale_pos_weight,median_all,1,0.9837160110473632,0.2,1,TP,Critical,立即检修
3514,xgboost_scale_pos_weight,median_all,1,0.9835036993026732,0.2,1,TP,Critical,立即检修
971,xgboost_scale_pos_weight,median_all,0,0.982894778251648,0.2,1,FP,Critical,立即检修
4974,xgboost_scale_pos_weight,median_all,0,0.98274427652359,0.2,1,FP,Critical,立即检修
5071,xgboost_scale_pos_weight,median_all,1,0.9824909567832948,0.2,1,TP,Critical,立即检修
3228,xgboost_scale_pos_weight,median_all,1,0.9823670387268066,0.2,1,TP,Critical,立即检修
12699,xgboost_scale_pos_weight,median_all,1,0.9822115302085876,0.2,1,TP,Critical,立即检修
14814,xgboost_scale_pos_weight,median_all,1,0.9821406602859496,0.2,1,TP,Critical,立即检修
4783,xgboost_scale_pos_weight,median_all,1,0.98176908493042,0.2,1,TP,Critical,立即检修
7209,xgboost_scale_pos_weight,median_all,1,0.9815483689308168,0.2,1,TP,Critical,立即检修
14355,xgboost_scale_pos_weight,median_all,1,0.9801734685897828,0.2,1,TP,Critical,立即检修
12768,xgboost_scale_pos_weight,median_all,0,0.980068564414978,0.2,1,FP,Critical,立即检修
5449,xgboost_scale_pos_weight,median_all,0,0.9794792532920836,0.2,1,FP,Critical,立即检修
3483,xgboost_scale_pos_weight,median_all,1,0.9794368147850036,0.2,1,TP,Critical,立即检修
8500,xgboost_scale_pos_weight,median_all,1,0.9792535305023192,0.2,1,TP,Critical,立即检修
435,xgboost_scale_pos_weight,median_all,1,0.9790553450584412,0.2,1,TP,Critical,立即检修
6162,xgboost_scale_pos_weight,median_all,1,0.9786639213562012,0.2,1,TP,Critical,立即检修
9359,xgboost_scale_pos_weight,median_all,0,0.978474736213684,0.2,1,FP,Critical,立即检修
7680,xgboost_scale_pos_weight,median_all,0,0.976929783821106,0.2,1,FP,Critical,立即检修
7371,xgboost_scale_pos_weight,median_all,0,0.9766675233840942,0.2,1,FP,Critical,立即检修
12345,xgboost_scale_pos_weight,median_all,1,0.9764974117279052,0.2,1,TP,Critical,立即检修
787,xgboost_scale_pos_weight,median_all,1,0.97552889585495,0.2,1,TP,Critical,立即检修
466,xgboost_scale_pos_weight,median_all,1,0.9751461744308472,0.2,1,TP,Critical,立即检修
5585,xgboost_scale_pos_weight,median_all,1,0.9751461744308472,0.2,1,TP,Critical,立即检修
4892,xgboost_scale_pos_weight,median_all,1,0.974895715713501,0.2,1,TP,Critical,立即检修
6814,xgboost_scale_pos_weight,median_all,1,0.9747679233551024,0.2,1,TP,Critical,立即检修
4936,xgboost_scale_pos_weight,median_all,1,0.9745694994926452,0.2,1,TP,Critical,立即检修
2775,xgboost_scale_pos_weight,median_all,1,0.9745492339134216,0.2,1,TP,Critical,立即检修
5085,xgboost_scale_pos_weight,median_all,0,0.9737231135368348,0.2,1,FP,Critical,立即检修
11996,xgboost_scale_pos_weight,median_all,1,0.9731882214546204,0.2,1,TP,Critical,立即检修
13564,xgboost_scale_pos_weight,median_all,1,0.973023533821106,0.2,1,TP,Critical,立即检修
7871,xgboost_scale_pos_weight,median_all,1,0.973021686077118,0.2,1,TP,Critical,立即检修
1974,xgboost_scale_pos_weight,median_all,1,0.972820520401001,0.2,1,TP,Critical,立即检修
3401,xgboost_scale_pos_weight,median_all,1,0.9722780585289,0.2,1,TP,Critical,立即检修
12264,xgboost_scale_pos_weight,median_all,1,0.971430242061615,0.2,1,TP,Critical,立即检修
1518,xgboost_scale_pos_weight,median_all,1,0.9710271954536438,0.2,1,TP,Critical,立即检修
1983,xgboost_scale_pos_weight,median_all,0,0.9698142409324646,0.2,1,FP,Critical,立即检修
10656,xgboost_scale_pos_weight,median_all,1,0.9697438478469848,0.2,1,TP,Critical,立即检修
4695,xgboost_scale_pos_weight,median_all,1,0.969044029712677,0.2,1,TP,Critical,立即检修
14032,xgboost_scale_pos_weight,median_all,1,0.9688254594802856,0.2,1,TP,Critical,立即检修
5935,xgboost_scale_pos_weight,median_all,1,0.9687790274620056,0.2,1,TP,Critical,立即检修
7154,xgboost_scale_pos_weight,median_all,1,0.968730092048645,0.2,1,TP,Critical,立即检修
5170,xgboost_scale_pos_weight,median_all,1,0.9683302044868468,0.2,1,TP,Critical,立即检修
13691,xgboost_scale_pos_weight,median_all,0,0.9680408239364624,0.2,1,FP,Critical,立即检修
9431,xgboost_scale_pos_weight,median_all,1,0.9678965210914612,0.2,1,TP,Critical,立即检修
10122,xgboost_scale_pos_weight,median_all,1,0.9670381546020508,0.2,1,TP,Critical,立即检修
13637,xgboost_scale_pos_weight,median_all,1,0.9665076732635498,0.2,1,TP,Critical,立即检修
7970,xgboost_scale_pos_weight,median_all,1,0.9661662578582764,0.2,1,TP,Critical,立即检修
13874,xgboost_scale_pos_weight,median_all,1,0.9661662578582764,0.2,1,TP,Critical,立即检修
7514,xgboost_scale_pos_weight,median_all,1,0.9660654664039612,0.2,1,TP,Critical,立即检修
13643,xgboost_scale_pos_weight,median_all,1,0.9638810753822328,0.2,1,TP,Critical,立即检修
